date,VIX,returns,vol_of_vol,vix_mean,vix_std,vix_zscore,regime,vix_trend,regime_trend,regime_0,regime_1,regime_2,regime_3
1990-02-21,23.89,0.048726953467954415,0.7664696964149744,,,,1,-0.1052434456928838,1_flat,0.0,1.0,0.0,0.0
1990-02-22,22.54,-0.056508999581414865,0.7483855216429292,,,,1,-0.0881877022653722,1_flat,0.0,1.0,0.0,0.0
1990-02-23,23.69,0.051020408163265474,0.7650349532286248,,,,1,-0.0669554942890902,1_flat,0.0,1.0,0.0,0.0
1990-02-26,23.56,-0.005487547488391864,0.7639233505416921,,,,1,-0.08076472883339836,1_flat,0.0,1.0,0.0,0.0
1990-02-27,22.69,-0.036926994906621324,0.7653730940725708,,,,1,-0.13660578386605782,1_flat,0.0,1.0,0.0,0.0
1990-02-28,21.99,-0.03085059497576037,0.7688000417228178,,,,1,-0.1683055975794252,1_flat,0.0,1.0,0.0,0.0
1990-03-01,21.9,-0.004092769440654842,0.7563420561792681,,,,1,-0.19633027522935786,1_flat,0.0,1.0,0.0,0.0
1990-03-02,21.34,-0.025570776255707695,0.7271547625343345,,,,1,-0.15851735015772872,1_flat,0.0,1.0,0.0,0.0
1990-03-05,22.03,0.03233364573570774,0.7382207722686063,,,,1,-0.11419380780056287,1_flat,0.0,1.0,0.0,0.0
1990-03-06,20.55,-0.0671811166591012,0.7675249972947403,,,,1,-0.15501644736842102,1_flat,0.0,1.0,0.0,0.0
1990-03-07,19.1,-0.07055961070559602,0.7957486060291983,,,,1,-0.22167889160554188,1_down,0.0,1.0,0.0,0.0
1990-03-08,19.74,0.03350785340314122,0.8085788756726279,,,,1,-0.2004860267314703,1_down,0.0,1.0,0.0,0.0
1990-03-09,20.3,0.028368794326241176,0.8185027688912165,,,,1,-0.1642651296829971,1_flat,0.0,1.0,0.0,0.0
1990-03-12,20.07,-0.011330049261083719,0.817046628518558,,,,1,-0.15565839293226758,1_flat,0.0,1.0,0.0,0.0
1990-03-13,21.05,0.04882909815645253,0.8394700700805333,,,,1,-0.11143942591810896,1_flat,0.0,1.0,0.0,0.0
1990-03-14,19.65,-0.06650831353919251,0.8567302901493649,,,,1,-0.19401148482362596,1_flat,0.0,1.0,0.0,0.0
1990-03-15,18.81,-0.042748091603053484,0.8630378889255511,,,,1,-0.20833333333333348,1_down,0.0,1.0,0.0,0.0
1990-03-16,17.62,-0.06326422115895791,0.8556115169713946,,,,1,-0.20090702947845807,1_down,0.0,1.0,0.0,0.0
1990-03-19,18.29,0.038024971623155324,0.7933786941489579,,,,1,-0.07204464738711325,1_flat,0.0,1.0,0.0,0.0
1990-03-20,19.06,0.04209950792782946,0.7834745856182831,,,,1,-0.08277189605389812,1_flat,0.0,1.0,0.0,0.0
1990-03-21,20.1,0.054564533053515385,0.7283479235207764,,,,1,-0.11764705882352944,1_flat,0.0,1.0,0.0,0.0
1990-03-22,22.74,0.13134328358208935,0.8509457140468003,,,,1,-0.04813729593972382,1_flat,0.0,1.0,0.0,0.0
1990-03-23,20.46,-0.10026385224274392,0.8990501778629911,,,,1,-0.09228039041703628,1_flat,0.0,1.0,0.0,0.0
1990-03-26,19.59,-0.042521994134897434,0.8864326682222988,,,,1,-0.17306880540312375,1_flat,0.0,1.0,0.0,0.0
1990-03-27,21.01,0.07248596222562531,0.9288403140914855,,,,1,-0.10823429541595919,1_flat,0.0,1.0,0.0,0.0
1990-03-28,19.77,-0.0590195145168968,0.9418237143828538,,,,1,-0.12869105332745712,1_flat,0.0,1.0,0.0,0.0
1990-03-29,18.46,-0.06626201315123914,0.961904485071721,,,,1,-0.1605275125056843,1_flat,0.0,1.0,0.0,0.0
1990-03-30,19.73,0.06879739978331534,0.996768908542661,,,,1,-0.09908675799086752,1_flat,0.0,1.0,0.0,0.0
1990-04-02,22.84,0.15762797769893555,1.1368822747794962,,,,1,0.07029053420805997,1_flat,0.0,1.0,0.0,0.0
1990-04-03,20.44,-0.1050788091068301,1.194417774712336,,,,1,-0.07217430776214251,1_flat,0.0,1.0,0.0,0.0
1990-04-04,22.03,0.07778864970645794,1.1986328285498786,,,,1,0.0720194647201946,1_flat,0.0,1.0,0.0,0.0
1990-04-05,21.21,-0.03722197004085337,1.1771761941576508,,,,1,0.11047120418848166,1_flat,0.0,1.0,0.0,0.0
1990-04-06,21.76,0.025931164545025975,1.1753648589637764,,,,1,0.10233029381965575,1_flat,0.0,1.0,0.0,0.0
1990-04-09,22.3,0.02481617647058809,1.1746236565235304,,,,1,0.09852216748768483,1_flat,0.0,1.0,0.0,0.0
1990-04-10,21.69,-0.02735426008968611,1.1790864494965434,,,,1,0.08071748878923768,1_flat,0.0,1.0,0.0,0.0
1990-04-11,17.73,-0.18257261410788383,1.3359415799525352,,,,1,-0.15771971496437054,1_flat,0.0,1.0,0.0,0.0
1990-04-12,19.8,0.11675126903553301,1.3792929831477188,,,,1,0.007633587786259666,1_flat,0.0,1.0,0.0,0.0
1990-04-16,20.75,0.04797979797979801,1.3763552928108411,,,,1,0.10313662945241897,1_flat,0.0,1.0,0.0,0.0
1990-04-17,20.38,-0.017831325301204903,1.3554224391758805,,,,1,0.1566401816118046,1_flat,0.0,1.0,0.0,0.0
1990-04-18,22.67,0.11236506378802757,1.3982449447024237,,,,1,0.23947512301804275,1_up,0.0,1.0,0.0,0.0
1990-04-19,22.46,-0.009263343625937392,1.3965680685897426,,,,1,0.17838405036726135,1_flat,0.0,1.0,0.0,0.0
1990-04-20,23.33,0.0387355298308103,1.3914958392741776,,,,1,0.1606965174129351,1_flat,0.0,1.0,0.0,0.0
1990-04-23,24.16,0.03557651093013292,1.3249361646958762,,,,1,0.06244503078276176,1_flat,0.0,1.0,0.0,0.0
1990-04-24,21.7,-0.10182119205298013,1.3265238330762197,,,,1,0.06060606060606055,1_flat,0.0,1.0,0.0,0.0
1990-04-25,20.86,-0.03870967741935483,1.3248246970741973,,,,1,0.06482899438489031,1_flat,0.0,1.0,0.0,0.0
1990-04-26,20.25,-0.029242569511025884,1.3076110392004443,,,,1,-0.036173250832936765,1_flat,0.0,1.0,0.0,0.0
1990-04-27,22.19,0.09580246913580259,1.3271305901698274,,,,1,0.12240768841679328,1_flat,0.0,1.0,0.0,0.0
1990-04-30,19.52,-0.1203244704821993,1.377948401679866,,,,1,0.05742145178764879,1_flat,0.0,1.0,0.0,0.0
1990-05-01,18.43,-0.05584016393442626,1.3743826393442193,,,,1,-0.0658895083628992,1_flat,0.0,1.0,0.0,0.0
1990-05-02,19.32,0.048290830168204124,1.2645694319529006,,,,1,-0.15411558669001746,1_flat,0.0,1.0,0.0,0.0
1990-05-03,17.81,-0.07815734989648038,1.240893010668291,,,,1,-0.12866927592955002,1_flat,0.0,1.0,0.0,0.0
1990-05-04,17.28,-0.02975856260527776,1.2075600181876383,,,,1,-0.21561507035860195,1_down,0.0,1.0,0.0,0.0
1990-05-07,17.65,0.02141203703703698,1.2071674505177288,,,,1,-0.16784535596416794,1_flat,0.0,1.0,0.0,0.0
1990-05-08,18.49,0.04759206798866855,1.2166515399927744,,,,1,-0.15027573529411775,1_flat,0.0,1.0,0.0,0.0
1990-05-09,18.64,0.00811249323958907,1.2128922444098886,,,,1,-0.16412556053811655,1_flat,0.0,1.0,0.0,0.0
1990-05-10,18.59,-0.002682403433476477,1.2103330840414666,,,,1,-0.14292300599354546,1_flat,0.0,1.0,0.0,0.0
1990-05-11,19.81,0.06562668101129643,1.0440745089974126,,,,1,0.11731528482797504,1_flat,0.0,1.0,0.0,0.0
1990-05-14,20.14,0.01665825340737004,0.9666431400772486,,,,1,0.01717171717171717,1_flat,0.0,1.0,0.0,0.0
1990-05-15,19.49,-0.03227408142999022,0.9591160206677556,,,,1,-0.06072289156626509,1_flat,0.0,1.0,0.0,0.0
1990-05-16,17.71,-0.09132888660851712,1.0077116308770875,,,,1,-0.13101079489695777,1_flat,0.0,1.0,0.0,0.0
1990-05-17,17.27,-0.024844720496894457,0.9146252458700692,,,,1,-0.23820026466696087,1_down,0.0,1.0,0.0,0.0
1990-05-18,17.2,-0.004053271569195105,0.9149465042374127,,,,1,-0.2341941228851292,1_down,0.0,1.0,0.0,0.0
1990-05-21,16.72,-0.027906976744186074,0.8982638526265022,,,,1,-0.2833261894556365,1_down,0.0,1.0,0.0,0.0
1990-05-22,17.84,0.06698564593301448,0.9263382992861935,,,,1,-0.26158940397350994,1_down,0.0,1.0,0.0,0.0
1990-05-23,17.18,-0.036995515695067316,0.8734550285763438,,,,1,-0.20829493087557605,1_down,0.0,1.0,0.0,0.0
1990-05-24,17.7,0.030267753201396852,0.8771671030939003,,,,1,-0.15148609779482258,1_flat,0.0,1.0,0.0,0.0
1990-05-25,17.32,-0.021468926553672274,0.8750178815946931,,,,1,-0.14469135802469135,1_flat,0.0,1.0,0.0,0.0
1990-05-29,18.75,0.08256351039260967,0.856629263384133,,,,1,-0.15502478593961244,1_flat,0.0,1.0,0.0,0.0
1990-05-30,17.44,-0.06986666666666663,0.7872306171725734,,,,1,-0.10655737704918022,1_flat,0.0,1.0,0.0,0.0
1990-05-31,17.37,-0.004013761467889898,0.764517706484881,,,,1,-0.057514921323928325,1_flat,0.0,1.0,0.0,0.0
1990-06-01,17.09,-0.016119746689694958,0.7437194266478262,,,,1,-0.11542443064182195,1_flat,0.0,1.0,0.0,0.0
1990-06-04,18.39,0.07606787595084841,0.7438687602706613,,,,1,0.032565974171813616,1_flat,0.0,1.0,0.0,0.0
1990-06-05,18.97,0.03153887982599235,0.7406019560413574,,,,1,0.09780092592592582,1_flat,0.0,1.0,0.0,0.0
1990-06-06,17.42,-0.08170795993674207,0.7966920554019308,,,,1,-0.013031161473087693,1_flat,0.0,1.0,0.0,0.0
1990-06-07,16.88,-0.030998851894374457,0.7846826307806407,,,,1,-0.0870740941049215,1_flat,0.0,1.0,0.0,0.0
1990-06-08,17.58,0.041469194312796276,0.7990980082311223,,,,1,-0.056866952789699665,1_flat,0.0,1.0,0.0,0.0
1990-06-11,16.34,-0.07053469852104655,0.8340849045198453,,,,1,-0.12103281334050564,1_flat,0.0,1.0,0.0,0.0
1990-06-12,16.6,0.01591187270501848,0.7981959476883892,,,,1,-0.1620393740535082,1_flat,0.0,1.0,0.0,0.0
1990-06-13,17.38,0.0469879518072287,0.8163152229995041,,,,1,-0.13704071499503478,1_flat,0.0,1.0,0.0,0.0
1990-06-14,17.4,0.0011507479861909697,0.8108135402755643,,,,1,-0.10723447922011287,1_flat,0.0,1.0,0.0,0.0
1990-06-15,15.9,-0.08620689655172409,0.8040393746856982,,,,1,-0.10220214568040653,1_flat,0.0,1.0,0.0,0.0
1990-06-18,17.71,0.11383647798742147,0.8966890415362094,,,,1,0.02547770700636942,1_flat,0.0,1.0,0.0,0.0
1990-06-19,15.23,-0.14003387916431398,1.0242632354389132,,,,1,-0.11453488372093013,1_flat,0.0,1.0,0.0,0.0
1990-06-20,15.27,0.0026263952724885353,1.0206503415398545,,,,1,-0.08672248803827742,1_flat,0.0,1.0,0.0,0.0
1990-06-21,14.72,-0.036018336607727464,0.9945704849781768,,,,1,-0.17488789237668156,1_flat,0.0,1.0,0.0,0.0
1990-06-22,19.36,0.31521739130434767,1.4877853567060761,,,,1,0.1268917345750873,1_flat,0.0,1.0,0.0,0.0
1990-06-25,17.06,-0.11880165289256206,1.5499546549911773,,,,1,-0.0361581920903955,1_flat,0.0,1.0,0.0,0.0
1990-06-26,16.29,-0.04513481828839383,1.5567110636259782,,,,1,-0.05946882217090077,1_flat,0.0,1.0,0.0,0.0
1990-06-27,16.0,-0.017802332719459746,1.5293044079032996,,,,1,-0.1466666666666666,1_flat,0.0,1.0,0.0,0.0
1990-06-28,16.18,0.011249999999999982,1.510617190920559,,,,1,-0.07224770642201839,1_flat,0.0,1.0,0.0,0.0
1990-06-29,15.5,-0.04202719406674904,1.5177435918139524,,,,1,-0.10765687967760507,1_flat,0.0,1.0,0.0,0.0
1990-07-02,16.26,0.049032258064516165,1.5265353517768177,,,,1,-0.0485664131070801,1_flat,0.0,1.0,0.0,0.0
1990-07-03,16.11,-0.009225092250922606,1.5025898849397525,,,,1,-0.12398042414355637,1_flat,0.0,1.0,0.0,0.0
1990-07-05,17.25,0.07076350093109873,1.5197837690054914,,,,1,-0.09066947812335258,1_flat,0.0,1.0,0.0,0.0
1990-07-06,16.41,-0.04869565217391303,1.5017498667517843,,,,1,-0.05797933409873712,1_flat,0.0,1.0,0.0,0.0
1990-07-09,16.66,0.015234613040828737,1.497839688962366,,,,1,-0.013033175355450122,1_flat,0.0,1.0,0.0,0.0
1990-07-10,16.92,0.015606242496998934,1.492201223494063,,,,1,-0.03754266211604074,1_flat,0.0,1.0,0.0,0.0
1990-07-11,16.68,-0.014184397163120699,1.470268893107053,,,,1,0.02080783353733162,1_flat,0.0,1.0,0.0,0.0
1990-07-12,17.06,0.02278177458033559,1.4711191289640329,,,,1,0.027710843373493832,1_flat,0.0,1.0,0.0,0.0
1990-07-13,17.09,0.0017584994138335475,1.4632007616955092,,,,1,-0.01668584579976984,1_flat,0.0,1.0,0.0,0.0
1990-07-16,16.75,-0.01989467524868338,1.4653343791567182,,,,1,-0.03735632183908033,1_flat,0.0,1.0,0.0,0.0
1990-07-17,16.66,-0.005373134328358176,1.4304270801305274,,,,1,0.04779874213836477,1_flat,0.0,1.0,0.0,0.0
1990-07-18,18.9,0.134453781512605,1.4516801943911477,,,,1,0.0671936758893279,1_flat,0.0,1.0,0.0,0.0
1990-07-19,18.56,-0.017989417989418,1.354514124161109,,,,1,0.2186474064346684,1_up,0.0,1.0,0.0,0.0
1990-07-20,15.63,-0.15786637931034475,1.477817387440984,,,,1,0.023575638506876384,1_flat,0.0,1.0,0.0,0.0
1990-07-23,23.68,0.5150351887396032,2.2933659291433144,,,,1,0.6086956521739129,1_up,0.0,1.0,0.0,0.0
1990-07-24,21.79,-0.07981418918918926,2.074677890262966,,,,1,0.12551652892561993,1_flat,0.0,1.0,0.0,0.0
1990-07-25,20.19,-0.07342817806333168,2.0442715801171047,,,,1,0.183470105509965,1_flat,0.0,1.0,0.0,0.0
1990-07-26,20.26,0.0034670629024269317,2.033311183530116,,,,1,0.2437077961939842,1_up,0.0,1.0,0.0,0.0
1990-07-27,21.12,0.04244817374136223,2.0310978014529084,,,,1,0.32000000000000006,1_up,0.0,1.0,0.0,0.0
1990-07-30,21.16,0.0018939393939394478,2.031845679729957,,,,1,0.30778739184177994,1_up,0.0,1.0,0.0,0.0
1990-07-31,21.11,-0.0023629489603025355,2.021395547031435,,,,1,0.36193548387096763,1_up,0.0,1.0,0.0,0.0
1990-08-01,21.64,0.025106584557081923,2.0189313093057626,,,,1,0.3308733087330873,1_up,0.0,1.0,0.0,0.0
1990-08-02,20.43,-0.055914972273567454,2.0338664714320536,,,,1,0.2681564245810055,1_up,0.0,1.0,0.0,0.0
1990-08-03,28.74,0.40675477239353897,2.437221296228534,,,,1,0.6660869565217391,1_up,0.0,1.0,0.0,0.0
1990-08-06,35.91,0.24947807933194155,2.5273203781928664,,,,1,1.1882998171846433,1_up,0.0,1.0,0.0,0.0
1990-08-07,32.75,-0.08799777220829841,2.5691182971095463,,,,1,0.9657863145258103,1_up,0.0,1.0,0.0,0.0
1990-08-08,28.27,-0.13679389312977097,2.6428126905868927,,,,1,0.6708037825059099,1_up,0.0,1.0,0.0,0.0
1990-08-09,24.39,-0.13724796604174028,2.7057661720792314,,,,1,0.46223021582733814,1_up,0.0,1.0,0.0,0.0
1990-08-10,25.75,0.05576055760557597,2.707080078022023,,,,1,0.5093786635404456,1_up,0.0,1.0,0.0,0.0
1990-08-13,25.74,-0.0003883495145631244,2.7073874528590633,,,,1,0.5061439438267992,1_up,0.0,1.0,0.0,0.0
1990-08-14,24.18,-0.06060606060606055,2.7207456345867187,,,,1,0.4435820895522389,1_up,0.0,1.0,0.0,0.0
1990-08-15,23.31,-0.03598014888337475,2.727739596597862,,,,1,0.39915966386554613,1_up,0.0,1.0,0.0,0.0
1990-08-16,27.16,0.16516516516516533,2.7448622420402424,,,,1,0.4370370370370371,1_up,0.0,1.0,0.0,0.0
1990-08-17,27.53,0.0136229749631811,2.7401567221207173,,,,1,0.48329741379310365,1_up,0.0,1.0,0.0,0.0
1990-08-20,26.46,-0.03886669088267347,2.6668547763303807,,,,1,0.692898272552783,1_up,0.0,1.0,0.0,0.0
1990-08-21,28.9,0.09221466364323505,2.0396195561261794,,,,1,0.22043918918918903,1_up,0.0,1.0,0.0,0.0
1990-08-22,30.55,0.05709342560553643,2.0131268270094003,,,,1,0.4020192748967417,1_up,0.0,1.0,0.0,0.0
1990-08-23,36.47,0.1937806873977086,2.063985827102382,,,,1,0.8063397721644376,1_up,0.0,1.0,0.0,0.0
1990-08-24,33.93,-0.06964628461749378,2.093717595475832,,,,1,0.6747285291214213,1_up,0.0,1.0,0.0,0.0
1990-08-27,29.63,-0.1267315060418509,2.1641834401314926,,,,1,0.40293560606060597,1_up,0.0,1.0,0.0,0.0
1990-08-28,29.12,-0.01721228484643933,2.167674667975471,,,,1,0.37618147448015127,1_up,0.0,1.0,0.0,0.0
1990-08-29,27.38,-0.059752747252747374,2.1852793693788857,,,,1,0.29701563240170525,1_up,0.0,1.0,0.0,0.0
1990-08-30,29.89,0.09167275383491602,2.1991450791845386,,,,1,0.3812384473197781,1_up,0.0,1.0,0.0,0.0
1990-08-31,29.9,0.00033456005352960894,2.182041788368945,,,,1,0.4635340186000978,1_up,0.0,1.0,0.0,0.0
1990-09-04,29.58,-0.010702341137123761,1.6886021966653444,,,,1,0.029227557411273475,1_flat,0.0,1.0,0.0,0.0
1990-09-05,28.52,-0.0358350236646382,1.4427311060120032,,,,1,-0.2057922584238373,1_down,0.0,1.0,0.0,0.0
1990-09-06,30.19,0.058555399719495194,1.4283792343194783,,,,1,-0.0781679389312977,1_flat,0.0,1.0,0.0,0.0
1990-09-07,28.73,-0.04836038423318978,1.3525643823793092,,,,1,0.01627166607711361,1_flat,0.0,1.0,0.0,0.0
1990-09-10,29.34,0.02123216150365459,1.2514687553998494,,,,1,0.20295202952029512,1_up,0.0,1.0,0.0,0.0
1990-09-11,28.38,-0.03271983640081799,1.2497360581233141,,,,1,0.10213592233009705,1_flat,0.0,1.0,0.0,0.0
1990-09-12,28.12,-0.009161381254404466,1.2508001984593493,,,,1,0.09246309246309248,1_flat,0.0,1.0,0.0,0.0
1990-09-13,29.33,0.0430298719772404,1.2315388194419123,,,,1,0.21298593879239025,1_up,0.0,1.0,0.0,0.0
1990-09-14,30.56,0.041936583702693486,1.2228474678555996,,,,1,0.31102531102531095,1_up,0.0,1.0,0.0,0.0
1990-09-17,29.55,-0.03304973821989521,1.1046415391421673,,,,1,0.08799705449189998,1_flat,0.0,1.0,0.0,0.0
1990-09-18,28.82,-0.024703891708967918,1.109390699660104,,,,1,0.04685797312023254,1_flat,0.0,1.0,0.0,0.0
1990-09-19,27.88,-0.03261623872310904,1.1065243942827574,,,,1,0.053665910808767814,1_flat,0.0,1.0,0.0,0.0
1990-09-20,28.66,0.027977044476327206,1.0640944341580598,,,,1,-0.008304498269896099,1_flat,0.0,1.0,0.0,0.0
1990-09-21,30.04,0.048150732728541534,1.0586629197142892,,,,1,-0.016693944353518897,1_flat,0.0,1.0,0.0,0.0
1990-09-24,30.56,0.017310252996005415,0.7989112493856798,,,,1,-0.16205100082259394,1_flat,0.0,1.0,0.0,0.0
1990-09-25,28.81,-0.05726439790575921,0.7877821525151117,,,,1,-0.15089890951959917,1_flat,0.0,1.0,0.0,0.0
1990-09-26,28.19,-0.02152030544949657,0.6594232950355535,,,,1,-0.0485993925075936,1_flat,0.0,1.0,0.0,0.0
1990-09-27,28.67,0.017027314650585268,0.659848014091154,,,,1,-0.015453296703296648,1_flat,0.0,1.0,0.0,0.0
1990-09-28,29.11,0.015347052668294392,0.6243855968637461,,,,1,0.0631848064280498,1_flat,0.0,1.0,0.0,0.0
1990-10-01,28.06,-0.03607007901064929,0.5498353320900279,,,,1,-0.061224489795918435,1_flat,0.0,1.0,0.0,0.0
1990-10-02,27.28,-0.027797576621525266,0.5566449194254364,,,,1,-0.08762541806020063,1_flat,0.0,1.0,0.0,0.0
1990-10-03,27.9,0.022727272727272707,0.5634062900945536,,,,1,-0.05679513184584173,1_flat,0.0,1.0,0.0,0.0
1990-10-04,27.51,-0.013978494623655857,0.5519267484518161,,,,1,-0.03541374474053294,1_flat,0.0,1.0,0.0,0.0
1990-10-05,27.85,0.01235914213013456,0.5106247595565339,,,,1,-0.07750910897648222,1_flat,0.0,1.0,0.0,0.0
1990-10-08,28.04,0.006822262118491906,0.48443162092926273,,,,1,-0.024016707274625904,1_flat,0.0,1.0,0.0,0.0
1990-10-09,30.71,0.09522111269614841,0.5841940144394914,,,,1,0.04669393319700066,1_flat,0.0,1.0,0.0,0.0
1990-10-10,31.19,0.015630087919244584,0.5710026830732452,,,,1,0.0990133897110641,1_flat,0.0,1.0,0.0,0.0
1990-10-11,33.98,0.08945174735492123,0.638173692116621,,,,1,0.2083926031294452,1_up,0.0,1.0,0.0,0.0
1990-10-12,31.94,-0.060035314891112246,0.6696657973902046,,,,1,0.08898738493010572,1_flat,0.0,1.0,0.0,0.0
1990-10-15,31.64,-0.009392611145898622,0.6573913342217631,,,,1,0.035340314136125706,1_flat,0.0,1.0,0.0,0.0
1990-10-16,31.45,-0.006005056890012628,0.6455552899197147,,,,1,0.06429780033840937,1_flat,0.0,1.0,0.0,0.0
1990-10-17,31.37,-0.0025437201907789753,0.6377677851623622,,,,1,0.08848022206800832,1_flat,0.0,1.0,0.0,0.0
1990-10-18,29.6,-0.05642333439591962,0.6603003420404939,,,,1,0.06169296987087525,1_flat,0.0,1.0,0.0,0.0
1990-10-19,27.86,-0.058783783783783794,0.6878761311979411,,,,1,-0.027913468248429885,1_flat,0.0,1.0,0.0,0.0
1990-10-22,27.27,-0.021177315147164366,0.6677686375161872,,,,1,-0.09221038615179755,1_flat,0.0,1.0,0.0,0.0
1990-10-23,27.57,0.011001100110010986,0.6656137146824249,,,,1,-0.0978403141361256,1_flat,0.0,1.0,0.0,0.0
1990-10-24,28.28,0.025752629669931082,0.6437801068355511,,,,1,-0.018396390142311647,1_flat,0.0,1.0,0.0,0.0
1990-10-25,29.04,0.026874115983026803,0.645330052724213,,,,1,0.030152536360411375,1_flat,0.0,1.0,0.0,0.0
1990-10-26,30.75,0.058884297520661155,0.6731452068140459,,,,1,0.07254970352284618,1_flat,0.0,1.0,0.0,0.0
1990-10-29,31.54,0.025691056910569054,0.6762531456936668,,,,1,0.08347646856750246,1_flat,0.0,1.0,0.0,0.0
1990-10-30,30.52,-0.032339885859226314,0.6735392124682981,,,,1,0.08766928011404129,1_flat,0.0,1.0,0.0,0.0
1990-10-31,30.04,-0.01572739187418093,0.6674366657863272,,,,1,0.10117302052785915,1_flat,0.0,1.0,0.0,0.0
1990-11-01,30.25,0.006990679094540653,0.6645175140905032,,,,1,0.08422939068100366,1_flat,0.0,1.0,0.0,0.0
1990-11-02,30.03,-0.0072727272727272085,0.6625482564623236,,,,1,0.09160305343511443,1_flat,0.0,1.0,0.0,0.0
1990-11-05,29.85,-0.005994005994006013,0.6630295210666934,,,,1,0.07181328545780974,1_flat,0.0,1.0,0.0,0.0
1990-11-06,29.11,-0.024790619765494237,0.670411692853719,,,,1,0.03815977175463625,1_flat,0.0,1.0,0.0,0.0
1990-11-07,30.87,0.06046032291308845,0.618736811749751,,,,1,0.005210029306414787,1_flat,0.0,1.0,0.0,0.0
1990-11-08,30.79,-0.0025915127955944417,0.6165105532253764,,,,1,-0.012824623276691316,1_flat,0.0,1.0,0.0,0.0
1990-11-09,26.96,-0.1243910360506657,0.668812145544147,,,,1,-0.20659211300765146,1_down,0.0,1.0,0.0,0.0
1990-11-12,25.6,-0.05044510385756673,0.6605619036183124,,,,1,-0.19849718221665624,1_flat,0.0,1.0,0.0,0.0
