date,VXAZN,VIX9D,VIX,VXAPL,VIX_returns,VIX_vol,VIX_ma20,VIX_ma50,VIX_pct_ma20,VIX_pct_ma50,VIX_mean,VIX_std,VIX_zscore,VIX_trend_5d,VIX_trend_21d,regime,regime_0,regime_1,regime_2,regime_3
1990-03-06,37.29,16.06,20.55,31.57,-0.0671811166591012,0.7675249972947403,22.704,,0.9051268498942917,,,,,-0.09431467606875277,-0.15501644736842102,1,0.0,1.0,0.0,0.0
1990-03-07,37.29,16.06,19.1,31.57,-0.07055961070559602,0.7957486060291983,22.424500000000002,,0.8517469731766595,,,,,-0.13142337426102757,-0.22167889160554188,1,0.0,1.0,0.0,0.0
1990-03-08,37.29,16.06,19.74,31.57,0.03350785340314122,0.8085788756726279,22.197,,0.8893093661305581,,,,,-0.09863013698630141,-0.2004860267314703,1,0.0,1.0,0.0,0.0
1990-03-09,37.29,16.06,20.3,31.57,0.028368794326241176,0.8185027688912165,22.023500000000002,,0.9217426839512338,,,,,-0.04873477038425489,-0.1642651296829971,1,0.0,1.0,0.0,0.0
1990-03-12,37.29,16.06,20.07,31.57,-0.011330049261083719,0.817046628518558,21.8425,,0.9188508641410095,,,,,-0.08896958692691792,-0.15565839293226758,1,0.0,1.0,0.0,0.0
1990-03-13,37.29,16.06,21.05,31.57,0.04882909815645253,0.8394700700805333,21.676,22.8342,0.9711201328658425,0.9218628198053798,,,,0.024330900243308973,-0.11143942591810896,1,0.0,1.0,0.0,0.0
1990-03-14,37.29,16.06,19.65,31.57,-0.06650831353919251,0.8567302901493649,21.4705,22.882399999999997,0.9152092405859201,0.8587385938537916,,,,0.028795811518324443,-0.19401148482362596,1,0.0,1.0,0.0,0.0
1990-03-15,37.29,16.06,18.81,31.57,-0.042748091603053484,0.8630378889255511,21.308500000000002,22.8948,0.8827463218903253,0.8215839404580952,,,,-0.04711246200607899,-0.20833333333333348,1,0.0,1.0,0.0,0.0
1990-03-16,37.29,16.06,17.62,31.57,-0.06326422115895791,0.8556115169713946,21.204,22.862799999999996,0.8309752876815696,0.7706842556467276,,,,-0.13201970443349753,-0.20090702947845807,1,0.0,1.0,0.0,0.0
1990-03-19,37.29,16.06,18.29,31.57,0.038024971623155324,0.7933786941489579,21.0795,22.8264,0.8676676391755023,0.8012652016962815,,,,-0.08868958644743408,-0.07204464738711325,1,0.0,1.0,0.0,0.0
1990-03-20,37.29,16.06,19.06,31.57,0.04209950792782946,0.7834745856182831,20.8935,22.802400000000002,0.9122454351831909,0.8358769252359399,,,,-0.0945368171021379,-0.08277189605389812,1,0.0,1.0,0.0,0.0
1990-03-21,37.29,16.06,20.1,31.57,0.054564533053515385,0.7283479235207764,20.704,22.7604,0.9708268933539413,0.8831127748194233,,,,0.022900763358778775,-0.11764705882352944,1,0.0,1.0,0.0,0.0
1990-03-22,37.29,16.06,22.74,31.57,0.13134328358208935,0.8509457140468003,20.714000000000002,22.766399999999997,1.0978082456309741,0.9988403963736032,,,,0.2089314194577352,-0.04813729593972382,1,0.0,1.0,0.0,0.0
1990-03-23,37.29,16.06,20.46,31.57,-0.10026385224274392,0.8990501778629911,20.552500000000002,22.7746,0.9954993309816323,0.8983692359031553,,,,0.16118047673098745,-0.09228039041703628,1,0.0,1.0,0.0,0.0
1990-03-26,37.29,16.06,19.59,31.57,-0.042521994134897434,0.8864326682222988,20.354000000000003,22.6736,0.962464380465756,0.8640004233999011,,,,0.07107709130672513,-0.17306880540312375,1,0.0,1.0,0.0,0.0
1990-03-27,37.29,16.06,21.01,31.57,0.07248596222562531,0.9288403140914855,20.270000000000003,22.566999999999997,1.0365071534287122,0.9310054504364782,,,,0.10230849947534115,-0.10823429541595919,1,0.0,1.0,0.0,0.0
1990-03-28,37.29,16.06,19.77,31.57,-0.0590195145168968,0.9418237143828538,20.159,22.4788,0.9807034079071383,0.8794953467266936,,,,-0.016417910447761308,-0.12869105332745712,1,0.0,1.0,0.0,0.0
1990-03-29,37.29,16.06,18.46,31.57,-0.06626201315123914,0.961904485071721,19.987,22.3648,0.9236003402211439,0.8254042066103878,,,,-0.18821459982409838,-0.1605275125056843,1,0.0,1.0,0.0,0.0
1990-03-30,37.29,16.06,19.73,31.57,0.06879739978331534,0.996768908542661,19.9065,22.2726,0.9911335493431793,0.8858417966470012,,,,-0.03567937438905178,-0.09908675799086752,1,0.0,1.0,0.0,0.0
1990-04-02,37.29,16.06,22.84,31.57,0.15762797769893555,1.1368822747794962,19.947000000000003,22.2794,1.1450343410036596,1.0251622575114232,,,,0.16590096988259306,0.07029053420805997,1,0.0,1.0,0.0,0.0
1990-04-03,37.29,16.06,20.44,31.57,-0.1050788091068301,1.194417774712336,19.9415,22.1542,1.0249981194995361,0.9226241525308971,,,,-0.027129938124702546,-0.07217430776214251,1,0.0,1.0,0.0,0.0
1990-04-04,37.29,16.06,22.03,31.57,0.07778864970645794,1.1986328285498786,20.088,22.1004,1.0966746316208682,0.9968145372934427,,,,0.11431461810824484,0.0720194647201946,1,0.0,1.0,0.0,0.0
1990-04-05,37.29,16.06,21.21,31.57,-0.03722197004085337,1.1771761941576508,20.1615,22.0168,1.0520050591473848,0.9633552559863378,,,,0.14897074756229678,0.11047120418848166,1,0.0,1.0,0.0,0.0
1990-04-06,37.29,16.06,21.76,31.57,0.025931164545025975,1.1753648589637764,20.2345,21.9394,1.075391040055351,0.9918229304356547,,,,0.10288900152052727,0.10233029381965575,1,0.0,1.0,0.0,0.0
1990-04-09,37.29,16.06,22.3,31.57,0.02481617647058809,1.1746236565235304,20.345999999999997,21.8598,1.0960385333726532,1.0201374212023897,,,,-0.023642732049036774,0.09852216748768483,1,0.0,1.0,0.0,0.0
1990-04-10,37.29,16.06,21.69,31.57,-0.02735426008968611,1.1790864494965434,20.378000000000004,21.7648,1.064383158307979,0.9965632581048298,,,,0.06115459882583174,0.08071748878923768,1,0.0,1.0,0.0,0.0
1990-04-11,37.29,16.06,17.73,31.57,-0.18257261410788383,1.3359415799525352,20.282,21.5744,0.8741741445616803,0.8218073272026105,,,,-0.19518837948252388,-0.15771971496437054,1,0.0,1.0,0.0,0.0
1990-04-12,37.29,16.06,19.8,31.57,0.11675126903553301,1.3792929831477188,20.3315,21.463199999999997,0.9738582986990632,0.9225092250922511,,,,-0.06647807637906644,0.007633587786259666,1,0.0,1.0,0.0,0.0
1990-04-16,37.29,16.06,20.75,31.57,0.04797979797979801,1.3763552928108411,20.488,21.3808,1.012787973447872,0.9704968944099378,,,,-0.04641544117647067,0.10313662945241897,1,0.0,1.0,0.0,0.0
1990-04-17,37.29,16.06,20.38,31.57,-0.017831325301204903,1.3554224391758805,20.5925,21.302000000000003,0.9896807089959936,0.956717679091165,,,,-0.0860986547085203,0.1566401816118046,1,0.0,1.0,0.0,0.0
1990-04-18,37.29,16.06,22.67,31.57,0.11236506378802757,1.3982449447024237,20.773000000000003,21.2646,1.0913204640639291,1.066091062140835,,,,0.04518211157215313,0.23947512301804275,1,0.0,1.0,0.0,0.0
1990-04-19,37.29,16.06,22.46,31.57,-0.009263343625937392,1.3965680685897426,20.891,21.22,1.0751041118184865,1.058435438265787,,,,0.2667794698251551,0.17838405036726135,1,0.0,1.0,0.0,0.0
1990-04-20,37.29,16.06,23.33,31.57,0.0387355298308103,1.3914958392741776,20.920499999999997,21.200800000000005,1.1151741115174112,1.1004301724463226,,,,0.17828282828282815,0.1606965174129351,1,0.0,1.0,0.0,0.0
1990-04-23,37.29,16.06,24.16,31.57,0.03557651093013292,1.3249361646958762,21.1055,21.2086,1.1447253085688565,1.139160529219279,,,,0.16433734939759037,0.06244503078276176,1,0.0,1.0,0.0,0.0
1990-04-24,37.29,16.06,21.7,31.57,-0.10182119205298013,1.3265238330762197,21.211,21.1688,1.0230540757154307,1.0250935338800498,,,,0.06476938174681068,0.06060606060606055,1,0.0,1.0,0.0,0.0
1990-04-25,37.29,16.06,20.86,31.57,-0.03870967741935483,1.3248246970741973,21.2035,21.0984,0.9837998443653171,0.9887005649717513,,,,-0.07984119982355542,0.06482899438489031,1,0.0,1.0,0.0,0.0
1990-04-26,37.29,16.06,20.25,31.57,-0.029242569511025884,1.3076110392004443,21.2275,21.0282,0.9539512424920504,0.9629925528575913,,,,-0.09839715048975961,-0.036173250832936765,1,0.0,1.0,0.0,0.0
1990-04-27,37.29,16.06,22.19,31.57,0.09580246913580259,1.3271305901698274,21.414,21.031,1.0362379751564397,1.0551091246255528,,,,-0.0488641234462065,0.12240768841679328,1,0.0,1.0,0.0,0.0
1990-04-30,37.29,16.06,19.52,31.57,-0.1203244704821993,1.377948401679866,21.4035,21.027199999999997,0.9120003737706449,0.9283214122660175,,,,-0.1920529801324503,0.05742145178764879,1,0.0,1.0,0.0,0.0
1990-05-01,37.29,16.06,18.43,31.57,-0.05584016393442626,1.3743826393442193,21.183,20.9802,0.8700372940565548,0.878447297928523,,,,-0.15069124423963132,-0.0658895083628992,1,0.0,1.0,0.0,0.0
1990-05-02,37.29,16.06,19.32,31.57,0.048290830168204124,1.2645694319529006,21.127,20.910999999999998,0.9144696360107919,0.9239156424848167,,,,-0.0738255033557047,-0.15411558669001746,1,0.0,1.0,0.0,0.0
1990-05-03,37.29,16.06,17.81,31.57,-0.07815734989648038,1.240893010668291,20.916,20.7894,0.8515012430675081,0.8566865806612984,,,,-0.12049382716049384,-0.12866927592955002,1,0.0,1.0,0.0,0.0
1990-05-04,37.29,16.06,17.28,31.57,-0.02975856260527776,1.2075600181876383,20.719500000000004,20.6842,0.8339969593860855,0.8354202724785103,,,,-0.22127084272194686,-0.21561507035860195,1,0.0,1.0,0.0,0.0
1990-05-07,37.29,16.06,17.65,31.57,0.02141203703703698,1.2071674505177288,20.514,20.5634,0.8603880276884078,0.8583210947605939,,,,-0.09579918032786894,-0.16784535596416794,1,0.0,1.0,0.0,0.0
1990-05-08,37.29,16.06,18.49,31.57,0.04759206798866855,1.2166515399927744,20.323500000000003,20.462,0.909784239919305,0.9036262339947219,,,,0.0032555615843732344,-0.15027573529411775,1,0.0,1.0,0.0,0.0
1990-05-09,37.29,16.06,18.64,31.57,0.00811249323958907,1.2128922444098886,20.171,20.381,0.9240989539437807,0.9145773023894804,,,,-0.035196687370600444,-0.16412556053811655,1,0.0,1.0,0.0,0.0
1990-05-10,37.29,16.06,18.59,31.57,-0.002682403433476477,1.2103330840414666,20.214000000000002,20.313,0.9196596418323932,0.9151774725545218,,,,0.04379562043795637,-0.14292300599354546,1,0.0,1.0,0.0,0.0
1990-05-11,37.29,16.06,19.81,31.57,0.06562668101129643,1.0440745089974126,20.2145,20.2712,0.9799896114175467,0.9772485102016654,,,,0.14641203703703698,0.11731528482797504,1,0.0,1.0,0.0,0.0
1990-05-14,37.29,16.06,20.14,31.57,0.01665825340737004,0.9666431400772486,20.184,20.2472,0.9978200554894966,0.9947054407523016,,,,0.14107648725212485,0.01717171717171717,1,0.0,1.0,0.0,0.0
1990-05-15,37.29,16.06,19.49,31.57,-0.03227408142999022,0.9591160206677556,20.1395,20.1964,0.9677499441396259,0.9650234695292229,,,,0.05408328826392639,-0.06072289156626509,1,0.0,1.0,0.0,0.0
1990-05-16,37.29,16.06,17.71,31.57,-0.09132888660851712,1.0077116308770875,19.8915,20.1396,0.8903300404695473,0.8793620528709607,,,,-0.04989270386266098,-0.13101079489695777,1,0.0,1.0,0.0,0.0
1990-05-17,37.29,16.06,17.27,31.57,-0.024844720496894457,0.9146252458700692,19.631999999999998,20.103,0.8796862265688672,0.8590757598368401,,,,-0.07100591715976334,-0.23820026466696087,1,0.0,1.0,0.0,0.0
1990-05-18,37.29,16.06,17.2,31.57,-0.004053271569195105,0.9149465042374127,19.325499999999998,20.0522,0.890015782256604,0.8577612431553645,,,,-0.13175164058556288,-0.2341941228851292,1,0.0,1.0,0.0,0.0
1990-05-21,37.29,16.06,16.72,31.57,-0.027906976744186074,0.8982638526265022,18.9535,19.9806,0.8821589680006332,0.8368117073561354,,,,-0.16981132075471705,-0.2833261894556365,1,0.0,1.0,0.0,0.0
1990-05-22,37.29,16.06,17.84,31.57,0.06698564593301448,0.9263382992861935,18.7605,19.936,0.9509341435462807,0.8948635634028892,,,,-0.08465879938429954,-0.26158940397350994,1,0.0,1.0,0.0,0.0
1990-05-23,37.29,16.06,17.18,31.57,-0.036995515695067316,0.8734550285763438,18.5765,19.8586,0.9248243748822437,0.8651163727553806,,,,-0.029926595143986545,-0.20829493087557605,1,0.0,1.0,0.0,0.0
1990-05-24,37.29,16.06,17.7,31.57,0.030267753201396852,0.8771671030939003,18.449,19.8196,0.9594015935823078,0.893055359341258,,,,0.024898668210770136,-0.15148609779482258,1,0.0,1.0,0.0,0.0
1990-05-25,37.29,16.06,17.32,31.57,-0.021468926553672274,0.8750178815946931,18.2055,19.7898,0.9513608524896322,0.8751983344955483,,,,0.006976744186046657,-0.14469135802469135,1,0.0,1.0,0.0,0.0
1990-05-29,37.29,16.06,18.75,31.57,0.08256351039260967,0.856629263384133,18.167,19.8124,1.032091154290747,0.946377016413963,,,,0.12141148325358864,-0.15502478593961244,1,0.0,1.0,0.0,0.0
1990-05-30,37.29,16.06,17.44,31.57,-0.06986666666666663,0.7872306171725734,18.1175,19.7954,0.9626052159514282,0.8810127605403276,,,,-0.022421524663677084,-0.10655737704918022,1,0.0,1.0,0.0,0.0
1990-05-31,37.29,16.06,17.37,31.57,-0.004013761467889898,0.764517706484881,18.020000000000003,19.7616,0.9639289678135404,0.8789774107359728,,,,0.011059371362049042,-0.057514921323928325,1,0.0,1.0,0.0,0.0
1990-06-01,37.29,16.06,17.09,31.57,-0.016119746689694958,0.7437194266478262,17.984,19.7014,0.9502891459074732,0.8674510440882374,,,,-0.03446327683615813,-0.11542443064182195,1,0.0,1.0,0.0,0.0
1990-06-04,37.29,16.06,18.39,31.57,0.07606787595084841,0.7438687602706613,18.039499999999997,19.6144,1.019429585077192,0.9375764744269517,,,,0.06177829099307153,0.032565974171813616,1,0.0,1.0,0.0,0.0
1990-06-05,37.29,16.06,18.97,31.57,0.03153887982599235,0.7406019560413574,18.1055,19.5846,1.0477479219021844,0.968618200014297,,,,0.011733333333333373,0.09780092592592582,1,0.0,1.0,0.0,0.0
1990-06-06,37.29,16.06,17.42,31.57,-0.08170795993674207,0.7966920554019308,18.052,19.5412,0.9649900288056726,0.891449859783432,,,,-0.0011467889908256534,-0.013031161473087693,1,0.0,1.0,0.0,0.0
1990-06-07,37.29,16.06,16.88,31.57,-0.030998851894374457,0.7846826307806407,17.964000000000002,19.4586,0.939657091961701,0.8674827582662678,,,,-0.02820955670696612,-0.0870740941049215,1,0.0,1.0,0.0,0.0
1990-06-08,37.29,16.06,17.58,31.57,0.041469194312796276,0.7990980082311223,17.9135,19.4148,0.9813827560219945,0.9054947771802954,,,,0.028671737858396718,-0.056866952789699665,1,0.0,1.0,0.0,0.0
1990-06-11,37.29,16.06,16.34,31.57,-0.07053469852104655,0.8340849045198453,17.74,19.3724,0.9210822998872605,0.8434680266771283,,,,-0.11147362697118002,-0.12103281334050564,1,0.0,1.0,0.0,0.0
1990-06-12,37.29,16.06,16.6,31.57,0.01591187270501848,0.7981959476883892,17.563,19.3098,0.9451688208164893,0.8596671120363755,,,,-0.12493410648392189,-0.1620393740535082,1,0.0,1.0,0.0,0.0
1990-06-13,37.29,16.06,17.38,31.57,0.0469879518072287,0.8163152229995041,17.4575,19.200599999999998,0.9955606472862666,0.9051800464568815,,,,-0.0022962112514353095,-0.13704071499503478,1,0.0,1.0,0.0,0.0
1990-06-14,37.29,16.06,17.4,31.57,0.0011507479861909697,0.8108135402755643,17.442,19.1398,0.9975920192638458,0.9091004085727122,,,,0.0308056872037914,-0.10723447922011287,1,0.0,1.0,0.0,0.0
1990-06-15,37.29,16.06,15.9,31.57,-0.08620689655172409,0.8040393746856982,17.3735,19.0172,0.9151869226120241,0.8360852281092906,,,,-0.09556313993174048,-0.10220214568040653,1,0.0,1.0,0.0,0.0
1990-06-18,37.29,16.06,17.71,31.57,0.11383647798742147,0.8966890415362094,17.398999999999997,18.9472,1.0178745904937068,0.9347027529133594,,,,0.08384332925336602,0.02547770700636942,1,0.0,1.0,0.0,0.0
1990-06-19,37.29,16.06,15.23,31.57,-0.14003387916431398,1.0242632354389132,17.3245,18.8166,0.8791018499812404,0.809391707322258,,,,-0.08253012048192776,-0.11453488372093013,1,0.0,1.0,0.0,0.0
1990-06-20,37.29,16.06,15.27,31.57,0.0026263952724885353,1.0206503415398545,17.195999999999998,18.676,0.8879972086531752,0.8176269008352967,,,,-0.12140391254315297,-0.08672248803827742,1,0.0,1.0,0.0,0.0
1990-06-21,37.29,16.06,14.72,31.57,-0.036018336607727464,0.9945704849781768,17.073,18.5366,0.8621800503719323,0.794104636233182,,,,-0.15402298850574703,-0.17488789237668156,1,0.0,1.0,0.0,0.0
1990-06-22,37.29,16.06,19.36,31.57,0.31521739130434767,1.4877853567060761,17.156,18.569200000000002,1.128468174399627,1.0425866488594013,,,,0.2176100628930817,0.1268917345750873,1,0.0,1.0,0.0,0.0
1990-06-25,37.29,16.06,17.06,31.57,-0.11880165289256206,1.5499546549911773,17.142999999999997,18.5144,0.9951583736802194,0.921444929352288,,,,-0.03670242800677592,-0.0361581920903955,1,0.0,1.0,0.0,0.0
1990-06-26,37.29,16.06,16.29,31.57,-0.04513481828839383,1.5567110636259782,17.02,18.4252,0.9571092831962397,0.8841152334845754,,,,0.06959947472094541,-0.05946882217090077,1,0.0,1.0,0.0,0.0
1990-06-27,37.29,16.06,16.0,31.57,-0.017802332719459746,1.5293044079032996,16.948,18.3376,0.9440641963653528,0.8725242125468983,,,,0.04780615586116577,-0.1466666666666666,1,0.0,1.0,0.0,0.0
1990-06-28,37.29,16.06,16.18,31.57,0.011249999999999982,1.510617190920559,16.8885,18.2078,0.9580483761139237,0.8886301475191951,,,,0.09918478260869557,-0.07224770642201839,1,0.0,1.0,0.0,0.0
1990-06-29,37.29,16.06,15.5,31.57,-0.04202719406674904,1.5177435918139524,16.809,18.0686,0.9221250520554465,0.8578417807688477,,,,-0.19938016528925617,-0.10765687967760507,1,0.0,1.0,0.0,0.0
1990-07-02,37.29,16.06,16.26,31.57,0.049032258064516165,1.5265353517768177,16.7025,17.9272,0.9735069600359229,0.907001651122317,,,,-0.046893317702227266,-0.0485664131070801,1,0.0,1.0,0.0,0.0
1990-07-03,37.29,16.06,16.11,31.57,-0.009225092250922606,1.5025898849397525,16.5595,17.766199999999998,0.9728554606117334,0.9067780391980278,,,,-0.011049723756906049,-0.12398042414355637,1,0.0,1.0,0.0,0.0
1990-07-05,37.29,16.06,17.25,31.57,0.07076350093109873,1.5197837690054914,16.551,17.6772,1.0422330976980243,0.9758332767632883,,,,0.078125,-0.09066947812335258,1,0.0,1.0,0.0,0.0
1990-07-06,37.29,16.06,16.41,31.57,-0.04869565217391303,1.5017498667517843,16.527499999999996,17.5882,0.9928906368174257,0.9330119057095098,,,,0.014215080346106301,-0.05797933409873712,1,0.0,1.0,0.0,0.0
1990-07-09,37.29,16.06,16.66,31.57,0.015234613040828737,1.497839688962366,16.4815,17.516399999999997,1.0108303249097472,0.9511086752985775,,,,0.07483870967741946,-0.013033175355450122,1,0.0,1.0,0.0,0.0
1990-07-10,37.29,16.06,16.92,31.57,0.015606242496998934,1.492201223494063,16.5105,17.410999999999998,1.0248023984736987,0.9717994371374421,,,,0.040590405904058935,-0.03754266211604074,1,0.0,1.0,0.0,0.0
1990-07-11,37.29,16.06,16.68,31.57,-0.014184397163120699,1.470268893107053,16.5145,17.3542,1.0100214962608616,0.9611506148367542,,,,0.035381750465549366,0.02080783353733162,1,0.0,1.0,0.0,0.0
1990-07-12,37.29,16.06,17.06,31.57,0.02278177458033559,1.4711191289640329,16.4985,17.326800000000002,1.0340333969754825,0.9846018884040906,,,,-0.011014492753623317,0.027710843373493832,1,0.0,1.0,0.0,0.0
1990-07-13,37.29,16.06,17.09,31.57,0.0017584994138335475,1.4632007616955092,16.483,17.2822,1.036825820542377,0.988878730717154,,,,0.04143814747105412,-0.01668584579976984,1,0.0,1.0,0.0,0.0
